movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Batman Begins (2005),Action Crime Drama Thriller,Major Studio,06,78298720,603006835,6.103403719431696E8
Batman Forever (1995),Action Adventure,Major Studio,06,108662218,692858327,1.079733987964963E9
Batman Returns (1992),Action Crime Fantasy,Major Studio,06,102136389,596756577,7.801053887578235E8
Batman v Superman: Dawn of Justice (2016),Action Adventure Sci-Fi,Major Studio,03,216969479,1142780999,1.0865281822196085E9
Batman: Mask of the Phantasm (1993),Action Adventure Animation Crime Family Mystery Sci-Fi,Major Studio,12,2583990,12731608,5.8694024066454805E7
Bats (1999),Horror Sci-Fi Thriller,Small / Indie Studio,10,8884372,19124375,3.5296311702396154E7
Battle Creek Brawl (1980),Action Comedy Crime,Major Studio,08,4217648,32460474,2.927946331030209E7
Battle Los Angeles (2011),Action Adventure Sci-Fi,Major Studio,03,49608576,295392608,3.689126709095594E8
Battle of Memories (2017),Fantasy Mystery Sci-Fi Thriller,Small / Indie Studio,04,287867,56170835,4.167858831718631E7
Battlefield Earth (2000),Action Adventure Sci-Fi,Major Studio,05,21038175,54150077,1.2123221373115374E8
Battleship (2012),Action Adventure Sci-Fi Thriller,Major Studio,04,34888363,414025282,2.478002784919316E8
Baywatch (2017),Action Comedy Crime,Major Studio,05,23680154,227610494,1.1804494371478473E8
Be Cool (2005),Comedy Crime Music,Major Studio,03,37667556,153823135,3.169221984386279E8
Be Kind Rewind (2008),Comedy,Major Studio,02,5973660,44553896,2.927946331030209E7
Beaches (1988),Comedy Drama Music,Major Studio,12,526162,151306130,1.4363330839961728E8
Bean (1997),Adventure Comedy Family,Small / Indie Studio,10,4407202,490922642,2.5080330158490548E8
Beast (2022),Action Adventure Drama Horror Thriller,Major Studio,08,12408098,63344488,5.68583578544199E7
Beastly (2011),Drama Fantasy Romance,Small / Indie Studio,03,13737851,60247729,4.935408905027544E7
Beastmaster 2: Through the Portal of Time (1991),Action Adventure Fantasy Sci-Fi,Major Studio,08,879615,2002339,3.491875014560355E8
Beasts of the Southern Wild (2012),Adventure Drama Fantasy,Major Studio,06,231865,28839622,5.664848343710319E7
Beat Street (1984),Drama Music,Mid-size Studio,06,15757094,50118579,7.078319162543802E7
Beau Is Afraid (2023),Comedy Drama,Mid-size Studio,04,329849,12701385,7.13625743052013E7
Beautiful (2000),Comedy Drama,Small / Indie Studio,09,2567509,5774537,2.625317497446979E7
Beautiful Boy (2018),Biography Drama,Streaming Platform,10,273438,39662410,4.7059825389089376E7
Beautiful Creatures (2013),Drama Fantasy Romance,Major Studio,02,10210269,80862617,8.690414590056708E7
Beautiful Girls (1996),Comedy Drama Romance,Mid-size Studio,02,5523404,21194842,2.6225149116400756E7
Beautiful Thing (1996),Comedy Drama Romance,Major Studio,10,67860,4352837,3.2926544458825093E7
Beauty Shop (2005),Comedy,Major Studio,03,20562710,59826546,1.1052004303803726E8
Beauty and the Beast (1991),Animation Family Fantasy Musical Romance,Major Studio,11,373475,1039471086,8.788952553279712E8
Beauty and the Beast (2017),Adventure Family Fantasy Musical Romance,Major Studio,03,223635447,1620299921,1.14729333307856E9
Beavis and Butt-Head Do America (1996),Adventure Animation Comedy Crime Music,Major Studio,12,40227184,126232748,2.922546596851435E8
Bebe's Kids (1992),Animation Comedy Fantasy Musical,Major Studio,07,6731161,18872732,4.3491212360464975E7
Because I Said So (2007),Comedy Romance,Major Studio,02,19853919,105126379,1.1052004303803726E8
Because of Winn-Dixie (2005),Comedy Drama Family,Major Studio,02,16397577,53953952,1.1436289757042995E8
Becoming Colette (1991),Biography Drama Romance,Small / Indie Studio,11,28373,610146,3.535415749204022E7
Becoming Jane (2007),Biography Drama Romance,Mid-size Studio,03,1470664,56449785,3.163441204637285E7
Becoming Led Zeppelin (2025),Documentary Music,Small / Indie Studio,02,2525850,12554957,6.318810454398544E7
Bed of Roses (1996),Drama Romance,Major Studio,01,12234726,54629312,5.175364989897214E7
Bedazzled (2000),Comedy Fantasy,Major Studio,10,23875645,164647552,1.1052004303803726E8
Bedtime Stories (2008),Adventure Comedy Family Fantasy Romance Sci-Fi,Major Studio,12,39994814,310156601,3.667061137765204E8
Bee Movie (2007),Adventure Animation Comedy Drama Family,Major Studio,11,57523012,444065362,4.028440739824144E8
Beerfest (2006),Comedy,Major Studio,08,10941147,31724715,5.182857984445907E7
Beethoven (1992),Comedy Drama Family,Major Studio,04,16962252,329101875,1.5411723132646018E8
Beethoven's 2nd (1993),Comedy Family Romance,Major Studio,12,13066200,256760815,8.335734513915631E7
Beetlejuice (1988),Comedy Fantasy,Major Studio,03,21302318,198549735,1.1052004303803726E8
Beetlejuice Beetlejuice (2024),Comedy Fantasy Horror,Major Studio,09,111003345,452000435,6.693465118536383E8
Before Night Falls (2000),Biography Drama Romance,Small / Indie Studio,12,155260,15668202,8.261220412997246E7
Before Sunrise (1995),Comedy Drama Romance,Major Studio,01,2930498,13529259,2.927946331030209E7
Before Sunset (2004),Drama Romance,Small / Indie Studio,06,364419,27413882,4.892673870093817E7
Before and After (1996),Crime Drama Mystery,Major Studio,02,8047373,17595117,4.2322162176812686E7
Before the Devil Knows You're Dead (2007),Crime Drama Thriller,Small / Indie Studio,09,111710,37881337,2.4490993193020694E7
Begin Again (2013),Comedy Drama Music Romance,Small / Indie Studio,06,177640,112445649,4.360883281058856E7
Beginning of the Great Revival (2011),Drama History,Small / Indie Studio,06,91853,81330734,6.502789991737031E7
Behind Enemy Lines (2001),Action Drama Thriller War,Major Studio,11,33192170,162546236,2.187524123341312E8
Beijing Love Story (2014),Drama Romance,Small / Indie Studio,02,185646,87243789,5.944002285653892E7
Being Human (1994),Comedy Drama,Major Studio,05,1616829,3215340,7.425698189398737E7
Being John Malkovich (1999),Comedy Drama Fantasy,Small / Indie Studio,10,1200905,43512850,4.167858831718631E7
Being Julia (2004),Comedy Drama Romance,Small / Indie Studio,10,202972,23814351,3.125597447138893E7
Belfast (2021),Biography Drama,Mid-size Studio,11,2059944,56908866,4.2497576345392376E7
Believer (2018),Action Crime Thriller,Small / Indie Studio,05,183172,48778230,6.207334894073646E7
Belle (2021),Adventure Animation Drama Family Fantasy Music Musical Sci-Fi,Small / Indie Studio,07,1812493,74876982,7.850499941101187E7
Belly (1998),Crime Drama,Small / Indie Studio,11,6648234,18549661,3.711633927348931E7
Beloved (1998),Drama History Horror Mystery,Major Studio,10,15713464,43976423,9.84195770496554E7
Ben-Hur (2016),Action Adventure Drama Romance,Major Studio,08,14643243,122936930,1.0812379448207854E8
Bend It Like Beckham (2002),Comedy Drama Romance Sport,Major Studio,04,281686,133557077,5.011413958299071E7
Benji the Hunted (1987),Adventure Family,Major Studio,06,59442,61450397,4.017469484257696E7
Benny & Joon (1993),Comedy Drama Romance,Major Studio,04,7133403,50511734,3.3279025448886316E7
Beowulf (2007),Action Adventure Animation Fantasy,Major Studio,11,41629466,297129130,3.277853627376474E8
Besieged (1998),Drama Romance,Small / Indie Studio,05,299960,3858022,4.431191440138385E7
Best Defense (1984),Comedy War,Major Studio,07,23772245,58176093,1.2583693790506367E8
Best Friends (1982),Comedy Drama Romance,Major Studio,12,13077105,119693712,8.846205309460406E7
Best Seller (1987),Action Crime Drama Thriller,Mid-size Studio,09,2499689,11811414,2.6225149116400756E7
Best in Show (2000),Comedy,Major Studio,09,753140,37871520,5.011413958299071E7
Best of the Best (1989),Action Drama Sport,Small / Indie Studio,11,2505067,4301629,2.987486766000129E7
Best of the Best II (1993),Action Crime Drama Thriller,Major Studio,03,6168986,14350540,2.927946331030209E7
Betrayed (1988),Crime Drama Thriller,Small / Indie Studio,08,14681273,68478477,9.139372657523887E7
Betsy's Wedding (1990),Comedy Romance,Major Studio,06,11193754,47392182,6.4181438183658704E7
Better Days (2019),Crime Drama Romance Thriller,Small / Indie Studio,06,1214142,278909556,9.09663762259016E7
Better Man (2024),Biography Fantasy Music Musical,Small / Indie Studio,01,18259,22542201,5.267504157817069E7
Better Off Dead (1985),Comedy Romance,Major Studio,08,164386,30029325,3.969152573719332E7
Better Than Chocolate (1999),Comedy Drama Romance,Small / Indie Studio,08,159282,3795250,3.125597447138893E7
Betty Blue (1986),Drama Romance,Small / Indie Studio,11,84090,5771973,3.535415749204022E7
Beverly Hills Chihuahua (2008),Adventure Comedy Drama Family Romance,Major Studio,09,42690492,217517699,3.169221984386279E8
Beverly Hills Cop (1984),Action Comedy Crime Thriller,Major Studio,12,45944669,955324589,4.592855306507177E8
Beverly Hills Cop II (1987),Action Comedy Crime Thriller,Major Studio,05,72744924,828164339,5.61208208054454E8
Beverly Hills Cop III (1994),Action Comedy Crime Thriller,Major Studio,05,26296734,252274626,2.0356572383195993E8
Beverly Hills Ninja (1997),Action Comedy,Major Studio,01,23882260,61519389,1.0541533508258949E8
Bewitched (2005),Comedy Fantasy Romance,Major Studio,06,32336188,211106943,2.2761138303105912E8
Beyond Borders (2003),Adventure Drama Romance War,Major Studio,10,3540697,19959459,6.621439287981775E7
Beyond Rangoon (1995),Action Adventure Drama,Major Studio,08,4132702,11837197,3.428360926659733E7
Beyond Therapy (1987),Comedy,Small / Indie Studio,02,791928,2181087,4.167858831718631E7
Beyond the Limit (1983),Drama Romance Thriller,Major Studio,09,6957165,18889322,3.3279025448886316E7
Beyond the Mat (1999),Biography Documentary Sport,Major Studio,10,17950,3867264,3.2926544458825093E7
Bharat (2019),Action Comedy Drama,Small / Indie Studio,05,1536550,43264905,6.5821430628182985E7
Bhool Bhulaiyaa (2007),Comedy Horror Mystery Thriller,Small / Indie Studio,10,774618,28856174,7.861351788670197E7
Bicentennial Man (1999),Drama Romance Sci-Fi,Major Studio,12,15507347,164629553,1.5208824282534996E8
Big (1988),Comedy Drama Fantasy Romance,Major Studio,06,21793816,402993986,1.302421780339847E8
Big Bully (1996),Comedy Thriller,Major Studio,01,2262116,4084930,2.927946331030209E7
Big Business (1988),Comedy,Major Studio,06,16213887,106500983,1.302421780339847E8
Big Daddy (1999),Comedy Drama,Major Studio,06,78217937,442159962,5.73405442373654E8
Big Eyes (2014),Biography Crime Drama Romance,Small / Indie Studio,12,3977423,38772817,6.077244368607026E7
Big Fat Liar (2002),Adventure Comedy Family,Major Studio,02,20148871,92373603,9.801632434211773E7
Big Fish (2003),Adventure Drama Fantasy Romance,Major Studio,12,353621,209631499,1.6890783171325094E8
Big Hero 6 (2014),Action Adventure Animation Comedy Crime Family Sci-Fi,Major Studio,10,74488309,871704845,7.386990792386345E8
Big Miracle (2012),Biography Drama Romance,Major Studio,02,10602808,33802473,4.9969216331051424E7
Big Momma's House (2000),Action Comedy Crime,Major Studio,06,46745714,316895099,3.6702859722009945E8
Big Momma's House 2 (2006),Comedy Crime,Major Studio,01,43159499,220220932,3.169221984386279E8
"Big Mommas: Like Father, Like Son (2011)",Action Comedy Crime Family,Major Studio,02,22732279,115309825,1.1052004303803726E8
Big Night (1996),Drama Romance,Small / Indie Studio,09,371486,24017422,4.167858831718631E7
Big Shots (1987),Adventure Comedy Crime Drama,Major Studio,10,3914190,9359467,2.927946331030209E7
Big Top Pee-wee (1988),Adventure Comedy Romance,Major Studio,07,12268032,40112649,6.707054476599858E7
Big Trouble in Little China (1986),Action Adventure Comedy Fantasy,Major Studio,07,7793487,31788894,5.763905704383912E7
Biker Boyz (2003),Action Drama,Major Studio,01,17234520,40090491,1.4648496362896618E8
Bill & Ted Face the Music (2020),Adventure Comedy Music Sci-Fi,Small / Indie Studio,08,1363562,7604418,4.167858831718631E7
Bill & Ted's Bogus Journey (1991),Adventure Comedy Fantasy Music Sci-Fi,Mid-size Studio,07,23588981,87619147,1.2278262371116234E8
Bill & Ted's Excellent Adventure (1989),Adventure Comedy Music Romance Sci-Fi,Mid-size Studio,02,15606441,102507789,5.843033328623839E7
Billy Bathgate (1991),Crime Drama Thriller,Major Studio,11,9332134,35852109,5.318532647583222E7
Billy Elliot (2000),Drama Music,Mid-size Studio,10,392898,200742048,4.7059825389089376E7
Billy Lynn's Long Halftime Walk (2016),Action Drama Sport Thriller War,Small / Indie Studio,11,149165,40426400,4.211913877040845E7
Billy Madison (1995),Comedy,Major Studio,02,13667233,54529800,5.637993952469197E7
Biloxi Blues (1988),Comedy Drama,Major Studio,03,18815365,137096265,1.1052004303803726E8
Bingo (1991),Adventure Comedy Family,Small / Indie Studio,08,4932251,19964504,2.7732721687379226E7
Bio-Dome (1996),Comedy,Major Studio,01,9999639,26854374,4.486450837560367E7
Bird (1988),Biography Drama Music,Major Studio,09,71926,5838613,6.111059284397508E7
Bird on a Wire (1990),Action Comedy Crime,Major Studio,05,36824027,332985349,2.1541414871185917E8
Birdman or (The Unexpected Virtue of Ignorance) (2014),Comedy Drama,Major Studio,10,562343,136764141,5.011413958299071E7
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn (2020),Action Comedy Crime,Major Studio,02,40009707,249121727,3.169221984386279E8
Birdy (1984),Drama War,Small / Indie Studio,12,41431,4394003,3.62410168919543E7
Birth (2004),Drama Fantasy Mystery Thriller,Major Studio,09,2129133,39736279,3.4688726240274176E7
Birthday Girl (2001),Comedy Crime Thriller,Mid-size Studio,01,4134418,28200532,2.6225149116400756E7
Bitter Moon (1992),Drama Romance Thriller,Small / Indie Studio,03,80411,3942139,5.267504157817069E7
Biutiful (2010),Drama Romance,Mid-size Studio,10,657713,36176323,8.399475495860504E7
BlacKkKlansman (2018),Biography Comedy Crime Drama,Mid-size Studio,08,13548133,116693666,9.536526285575405E7
Black & White (1999),Crime Drama Music,Major Studio,04,4030488,10094608,2.927946331030209E7
Black Adam (2022),Action Adventure Fantasy Sci-Fi,Major Studio,10,71821582,421739254,6.326984112641894E8
Black Bag (2025),Drama Mystery Romance Thriller,Mid-size Studio,03,7451888,42430638,3.0224711254984982E7
Black Beauty (1994),Adventure Drama Family Romance,Major Studio,07,2721102,9798981,3.949165022188075E7
Black Book (2006),Drama Thriller War,Small / Indie Studio,09,175092,41654003,5.944002285653892E7
Black Christmas (2006),Horror,Major Studio,12,5793849,33472587,5.874782924700242E7
Black Diamond Rush (1993),Documentary Sport,Small / Indie Studio,10,349856,3549014,4.167858831718631E7
Black Dog (1998),Action Crime Drama Thriller,Major Studio,05,9254971,24922562,3.855856708080068E7
Black Hawk Down (2001),Action Drama History War,Small / Indie Studio,12,318567,306461420,1.389424805896668E8
Black Knight (2001),Adventure Comedy Fantasy,Major Studio,11,19669530,70820270,1.2138320733705679E8
Black Mask (1996),Action Adventure Comedy Crime Sci-Fi Thriller,Small / Indie Studio,05,8379301,23547067,3.792963778659369E7
Black Mass (2015),Biography Crime Drama,Major Studio,09,29956901,132315292,2.4084181076804283E8
Black Moon Rising (1986),Action Crime Thriller,Small / Indie Studio,01,7942811,18995874,3.5296311702396154E7
Black Panther (2018),Action Adventure Sci-Fi,Major Studio,02,252346061,1686345876,1.0865281822196085E9
Black Panther: Wakanda Forever (2022),Action Adventure Drama Sci-Fi,Major Studio,11,194377139,920981445,1.050898874028446E9
Black Rain (1989),Action Crime Drama Thriller,Major Studio,09,24486651,339606191,1.4745497260755292E8
Black Sheep (1996),Comedy,Major Studio,02,21186543,64833923,1.0541533508258949E8
Black Swan (2010),Drama Thriller,Major Studio,12,2076990,473855237,6.920799495187466E7
Black Widow (1987),Crime Drama Mystery Thriller,Major Studio,02,9461033,69588987,4.2322162176812686E7
Black Widow (2021),Action Adventure Sci-Fi,Major Studio,07,93036530,439621717,1.0710980574305118E9
Black and Blue (2019),Action Thriller,Small / Indie Studio,10,10278232,27902853,4.294336585663489E7
Blacklight (2022),Action Drama Thriller,Small / Indie Studio,02,3754285,17045492,2.625317497446979E7
Blade (1998),Action Horror Sci-Fi,Major Studio,08,32856254,252498988,2.078892480351117E8
Blade II (2002),Action Horror Sci-Fi Thriller,Major Studio,03,56725113,270319641,3.4730646222415197E8
Blade Runner (1982),Action Drama Sci-Fi Thriller,Major Studio,06,19991649,135771592,1.302421780339847E8
Blade Runner 2049 (2017),Action Drama Mystery Sci-Fi Thriller,Major Studio,10,41915498,355688019,3.5385712800814354E8
Blade: Trinity (2004),Action Horror Sci-Fi,Major Studio,12,26738718,219187573,3.496579119755994E8
Blades of Glory (2007),Comedy Sport,Major Studio,03,49948032,220448918,3.253078089619517E8
Blair Witch (2016),Horror Mystery Thriller,Major Studio,09,12515784,59040734,4.6699933814194866E7
Blame It on Rio (1984),Comedy Romance,Major Studio,02,10380820,56301648,4.9969216331051424E7
Blame It on the Bellboy (1992),Comedy,Major Studio,03,2965372,6940313,2.4174755354854323E7
Blank Check (1994),Comedy Crime Family,Major Studio,02,11452864,64710268,5.182857984445907E7
Blankman (1994),Action Comedy Crime,Major Studio,08,7862841,16807116,4.2322162176812686E7
Blast from the Past (1999),Comedy Drama Romance Sci-Fi,Major Studio,02,14633844,75820067,6.1484647480139725E7
Blaze (1989),Biography Comedy Drama,Major Studio,12,4402088,48409136,6.379873202190257E7
Blended (2014),Comedy Romance,Major Studio,05,18926914,169613362,1.1804494371478473E8
Bless the Child (2000),Crime Drama Horror Thriller,Major Studio,08,17148540,73673448,1.1052004303803726E8
Blind Date (1987),Comedy Romance,Small / Indie Studio,03,20792862,108605930,1.0349419256362072E8
Blind Fury (1989),Action Comedy Crime Drama Thriller,Small / Indie Studio,03,2084816,6463073,2.1148467019022025E7
Blindness (2008),Drama Mystery Thriller,Mid-size Studio,09,2841510,28913941,6.316007868591642E7
Blink (1994),Crime Drama Mystery Thriller,Major Studio,01,9332774,35333178,4.2322162176812686E7
Blink Twice (2024),Mystery Thriller,Streaming Platform,08,7301894,48093906,3.0224711254984982E7
Blockers (2018),Comedy Drama,Major Studio,03,25679270,117449953,1.9604082315521246E8
Blood Diamond (2006),Adventure Drama Thriller,Major Studio,12,13457477,267210534,1.5208824282534996E8
"Blood In, Blood Out (1993)",Biography Crime Drama,Major Studio,04,2176999,9764178,5.89914751563861E7
Blood Work (2002),Action Crime Drama Mystery Thriller,Major Studio,08,12752006,55446326,5.68583578544199E7
Blood and Wine (1996),Crime Drama Thriller,Major Studio,02,822709,2139213,5.011413958299071E7
Bloodfist (1989),Action Sport,Small / Indie Studio,09,225537,4478963,3.657388036173855E7
Bloodfist II (1990),Action Sport,Small / Indie Studio,10,643408,3102624,3.657388036173855E7
Bloodshot (2020),Action Adventure Sci-Fi,Major Studio,03,11122590,48313566,7.343478852986656E7
Bloodsport (1988),Action Biography Drama Sport,Small / Indie Studio,02,1367973,31320153,4.167858831718631E7
Blow (2001),Biography Crime Drama,Major Studio,04,22044329,147539524,1.348227919541492E8
Blown Away (1994),Action Crime Drama Thriller,Major Studio,07,22061515,63817286,1.6277186747457936E8
Blue Beetle (2023),Action Adventure Sci-Fi Thriller,Major Studio,08,25768728,134646900,2.4858403426543608E8
Blue Chips (1994),Drama Sport,Major Studio,02,21423960,48823020,1.1052004303803726E8
Blue City (1986),Action Crime Drama,Major Studio,05,7864704,19883690,3.855856708080068E7
Blue Crush (2002),Drama Romance Sport,Major Studio,08,24709897,90409404,1.9604082315521246E8
Blue Jasmine (2013),Comedy Drama Romance,Small / Indie Studio,07,824169,133448600,5.699548318421275E7
Blue Lock: Episode Nagi (2024),Animation Drama Sport Thriller,Small / Indie Studio,04,1043969,14291561,4.167858831718631E7
Blue Sky (1994),Drama Romance,Mid-size Studio,09,1616573,7109428,3.163441204637285E7
Blue Steel (1990),Action Crime Drama Thriller,Major Studio,03,6952135,19729860,3.3279025448886316E7
Blue Streak (1999),Action Comedy Crime Thriller,Major Studio,09,36172472,221753295,2.078892480351117E8
Blue Thunder (1983),Action Crime Drama Thriller,Major Studio,05,26009024,133265823,2.0356572383195993E8
Blue Velvet (1986),Crime Drama Mystery Thriller,Small / Indie Studio,09,2259189,24819596,2.625317497446979E7
Blue in the Face (1995),Comedy,Mid-size Studio,10,214846,2611618,4.195511743364161E7
Blues Brothers 2000 (1998),Action Comedy Crime Music Musical,Major Studio,02,11795589,27039928,8.876350941397473E7
Boat Trip (2002),Comedy,Small / Indie Studio,10,6452374,26193661,2.625317497446979E7
Bob Marley: One Love (2024),Biography Drama Music,Major Studio,02,28659004,180916602,2.039068811985272E8
Bob Roberts (1992),Comedy Drama,Major Studio,09,702572,10014003,5.011413958299071E7
Bobby (2006),Biography Drama History,Major Studio,11,107430,32239794,4.378970875784461E7
Bodies Bodies Bodies (2022),Comedy Horror Mystery Thriller,Mid-size Studio,08,242948,14931140,4.7059825389089376E7
Body Chemistry (1990),Drama Thriller,Small / Indie Studio,03,91291,5798708,1.938628523757294E7
Body Double (1984),Crime Drama Mystery Thriller,Major Studio,10,8569940,26591895,4.2322162176812686E7
Body Heat (1981),Crime Drama Romance Thriller,Major Studio,08,1947945,83007225,3.4688726240274176E7
Body Parts (1991),Horror Sci-Fi Thriller,Major Studio,08,6984279,21163307,2.8174317493438553E7
Body Rock (1984),Drama Music Musical,Small / Indie Studio,09,1908016,5101844,2.625317497446979E7
Body of Evidence (1993),Drama Thriller,Major Studio,01,15993780,28823162,6.1484647480139725E7
Body of Lies (2008),Action Drama Thriller,Major Studio,10,18772468,168866476,1.4745497260755292E8
Bodyguard (2011),Action Drama Romance,Small / Indie Studio,08,1204544,43950918,7.861351788670197E7
Bogus (1996),Comedy Family Fantasy,Major Studio,09,3791065,8714534,2.927946331030209E7
Bohemian Rhapsody (2018),Biography Drama Music,Major Studio,10,63786239,1137800539,7.008679035590339E8
Boiler Room (2000),Crime Drama Thriller,Major Studio,02,10460212,52427864,4.9969216331051424E7
Boiling Point (1993),Action Crime Drama Thriller,Major Studio,04,8698935,21841297,4.2322162176812686E7
Bol Bachchan (2012),Action Comedy,Small / Indie Studio,07,767858,39315789,9.393041275372842E7
Bolero (1984),Comedy Drama Romance,Small / Indie Studio,08,13828088,26920572,5.445879700572319E7
Bolt (2008),Adventure Animation Comedy Crime Drama Family Sci-Fi,Major Studio,11,38206842,451637828,3.277853627376474E8
Bombshell (2019),Biography Drama,Major Studio,12,391600,75342034,8.463340829459119E7
Bones (2001),Crime Horror,Major Studio,10,5002083,14843635,2.927946331030209E7
Bones and All (2022),Drama Horror Romance,Small / Indie Studio,11,2420941,16330217,7.405126884300497E7
Bonhoeffer (2024),Biography Drama History Thriller,Small / Indie Studio,11,5047975,12694415,7.405126884300497E7
Boo 2! A Madea Halloween (2017),Comedy Drama Horror Mystery,Major Studio,10,27164992,61854892,1.4600168879518157E8
Boo! A Madea Halloween (2016),Comedy Drama Horror Mystery,Major Studio,10,37251028,97798381,2.3645059632345518E8
Boogeyman (2005),Drama Horror Mystery Thriller,Small / Indie Studio,02,30552457,107930401,1.7101120312402958E8
Boogie Nights (1997),Drama,Major Studio,10,98039,84260321,6.111059284397508E7
Book Club (2018),Comedy Drama Romance,Major Studio,05,16967106,130465594,1.1804494371478473E8
Book Club: The Next Chapter (2023),Comedy Romance,Mid-size Studio,05,6874598,29870556,3.2858037339182522E7
Book of Love (1990),Comedy Romance,Major Studio,02,1373084,3183793,4.500943162754294E7
Book of Shadows: Blair Witch 2 (2000),Adventure Fantasy Horror Mystery Thriller,Small / Indie Studio,10,24089437,86960796,1.0349419256362072E8
Booksmart (2019),Comedy,Small / Indie Studio,05,8507421,30624967,3.792963778659369E7
Boomerang (1992),Comedy Drama Romance,Major Studio,07,30494249,292972072,2.192237760655536E8
Booty Call (1997),Comedy Romance,Major Studio,02,12564336,39182672,5.175364989897214E7
Borat (2006),Comedy,Major Studio,02,41166795,408553088,2.833178065286301E8
Bordello of Blood (1996),Comedy Fantasy Horror,Major Studio,08,5268172,11561721,2.4174755354854323E7
Borderlands (2024),Action Adventure Comedy Sci-Fi Thriller,Major Studio,08,8601572,33017367,3.716752137087263E7
Born American (1986),Action Drama Thriller,Small / Indie Studio,08,6369029,9696086,2.625317497446979E7
Born Yesterday (1993),Comedy Romance,Major Studio,03,12836281,38984021,5.68583578544199E7
Born in China (2016),Documentary,Major Studio,08,6260948,32780766,2.4174755354854323E7
Born in East L.A. (1987),Comedy,Major Studio,08,12034741,47915617,5.175364989897214E7
Born on the Fourth of July (1989),Biography Drama War,Major Studio,12,435277,407393907,2.769241454922234E8
Born to Be Wild (1995),Adventure Comedy Drama Family,Major Studio,03,3411122,7679433,2.927946331030209E7
Born to Be Wild (2011),Adventure Documentary Short,Major Studio,04,1215319,58075288,4.500943162754294E7
Born to Fly (2023),Action Drama,Small / Indie Studio,04,199649,120597781,4.2847008877116665E7
Boruto: Naruto the Movie (2015),Action Adventure Animation Comedy Fantasy,Small / Indie Studio,08,503475,50771734,4.167858831718631E7
Bottoms (2023),Comedy,Mid-size Studio,08,474655,13358931,4.7059825389089376E7
Bounce (2000),Drama Romance,Mid-size Studio,11,20810136,97322763,1.1832889314315546E8
Bound (1996),Crime Thriller,Small / Indie Studio,10,1801747,7606640,2.625317497446979E7
Bowfinger (1999),Comedy,Major Studio,08,34013935,185724093,2.078892480351117E8
Bowling for Columbine (2002),Crime Documentary Drama,Small / Indie Studio,10,364730,101173087,4.167858831718631E7
Boxing Helena (1993),Drama Mystery Romance Thriller,Mid-size Studio,09,1710516,3900798,3.163441204637285E7
Boy (2010),Comedy Drama,Small / Indie Studio,08,30561,62650470,1.938628523757294E7
Boyhood (2014),Drama,Mid-size Studio,06,513609,63784339,9.634761329780465E7
Boys Don't Cry (1999),Biography Crime Drama Romance,Major Studio,10,138824,21732339,3.969152573719332E7
Boys and Girls (2000),Comedy Drama Romance,Mid-size Studio,06,12767930,47091054,6.61569019997182E7
Boys on the Side (1995),Comedy Drama,Major Studio,02,9899563,48254053,4.9969216331051424E7
Boyz n the Hood (1991),Crime Drama,Major Studio,07,23087303,132516584,1.450687585388319E8
Braddock: Missing in Action III (1988),Action War,Small / Indie Studio,01,5857128,16429603,2.625317497446979E7
Brahmastra Part One: Shiva (2022),Action Adventure Fantasy,Major Studio,09,4870324,53771370,4.336414714540795E7
Brahms: The Boy II (2020),Drama Horror Mystery Thriller,Mid-size Studio,02,7057760,24618545,2.512000329953722E7
Brain Donors (1992),Comedy,Major Studio,04,1126836,2052754,4.500943162754294E7
Brainscan (1994),Horror Sci-Fi,Small / Indie Studio,04,3650511,9210068,2.625317497446979E7
Brainstorm (1983),Sci-Fi Thriller,Major Studio,09,3769839,32186169,2.927946331030209E7
Brass Target (1978),Action Drama Mystery Thriller War,Major Studio,12,1706213,24098577,6.920799495187466E7
Brassed Off (1996),Comedy Drama Music Romance,Mid-size Studio,05,102663,5075693,3.2505556349121295E7
Bratz (2007),Comedy Family Music,Major Studio,08,6367079,39355966,2.927946331030209E7
Brave (2012),Action Adventure Animation Comedy Drama Family Fantasy Mystery,Major Studio,06,90618268,736415533,8.461010199772327E8
Brave the Dark (2023),Drama,Small / Indie Studio,01,2241405,4437411,2.625317497446979E7
Braveheart (1995),Biography Drama War,Major Studio,05,20458970,438927647,2.932863168941811E8
Brazil (1985),Drama Sci-Fi Thriller,Major Studio,12,87773,29023257,8.428277411740863E7
Breach (2007),Biography Crime Drama History Thriller,Major Studio,02,15893269,61960258,6.1484647480139725E7
Bread and Tulips (2000),Comedy Romance,Small / Indie Studio,12,59993,17734253,3.62410168919543E7
Breakdown (1997),Action Crime Drama Mystery Thriller,Major Studio,05,24050729,98021567,1.1804494371478473E8
Breakin' (1984),Comedy Drama Music Romance,Small / Indie Studio,05,18262405,116811497,1.0462217206015864E8
Breakin' 2: Electric Boogaloo (1984),Comedy Drama Musical,Small / Indie Studio,12,8820735,45601403,6.981558041399664E7
Breakin' All the Rules (2004),Comedy Romance,Small / Indie Studio,05,8451057,20833371,3.153271660638416E7
Breaking Away (1979),Comedy Drama Sport,Major Studio,07,76508,70988324,4.8243439325851515E7
Breaking In (1989),Adventure Comedy,Small / Indie Studio,10,1718627,4751069,2.625317497446979E7
